id;session_id;user_id;title_phrase;heartbeat_verse;observation;core_insight_category;core_insight_note;scholars_note;action_plan;cool_down_note;created_at;updated_at
c0f4a0d1-e0f9-4a45-9663-dc6654b78ca5;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;fccbb405-f37d-416e-9692-4cf3770c081a;逆轉勝的故事;感覺神在直接對我說話;發現神的信實貫穿整個故事;GOD_ATTRIBUTE;原來神的心意是這樣的;ChatGPT 說這段經文有三個重點...;;;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
196293f9-ce18-438e-9143-7b349a312227;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;a87cce86-2fe3-414f-a93f-161de4598b62;愛的冒險旅程;這句話深深觸動我的心;發現神的信實貫穿整個故事;COMMAND;Feeling the burn on this verse! 💪;注釋書提到當時的文化背景...;;;2026-01-27 15:28:27.530229+00;2026-01-27 15:29:03.363308+00
3cfe68af-e599-4320-adc4-666fb5546fb2;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;97ee6302-2ec3-4554-8213-53f8567064d7;從灰燼中重生;這是我今年最需要的提醒;看到群眾的反應和耶穌形成對比;;;;;;2026-01-27 15:28:27.530229+00;2026-01-27 15:29:03.363308+00
e2e6630b-308f-426d-b86a-0f051b3e744a;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;67074dea-eaf3-402e-a7e1-400908f05033;愛的冒險旅程;這是我今年最需要的提醒;發現神的信實貫穿整個故事;GOD_ATTRIBUTE;原來神的心意是這樣的;ChatGPT 說這段經文有三個重點...;找一個朋友分享這段經文;發現自己需要更多安靜的時間;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
7772a27d-8bb9-41a6-b173-4c74f572b944;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;f10e6c89-7775-4170-b17e-0884f04fc119;信心的飛躍;這句話深深觸動我的心;看到了一個勇敢的人面對困難;;;;;;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:27.869061+00
3180474f-6eb4-470b-a9ef-5f76e0b5e62b;03ad48a2-45a5-4f90-8e21-b263afc52cf1;354d567c-2f17-46c9-9904-d54cc6ceb0fc;勇氣的代價;感覺神在直接對我說話;看到了一個勇敢的人面對困難;COMMAND;跟我以前理解的完全不同;注釋書提到當時的文化背景...;;;2026-01-27 17:37:09.699121+00;2026-01-27 17:37:13.830609+00
e52d7d13-9def-42ab-bdc1-4c350c385ba9;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;da7db0be-cda2-4d03-8e20-af8ce9bf91ca;逆轉勝的故事;這句話深深觸動我的心;看到群眾的反應和耶穌形成對比;COMMAND;跟我以前理解的完全不同;根據 Google 搜尋，這段經文的歷史背景是...;寫一封感謝信給神;感謝小組成員的分享！;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:27.869061+00
8fee50b3-57e5-4abb-b00b-cca84146b530;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;df01a223-57fd-4e5e-865b-34ec61ceac3f;從灰燼中重生;第五節讓我心跳加速！;發現神的信實貫穿整個故事;GOD_ATTRIBUTE;Feeling the burn on this verse! 💪;ChatGPT 說這段經文有三個重點...;這週每天早起10分鐘禱告;發現自己需要更多安靜的時間;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
10bd6a99-546d-43c4-96b8-fe8da3c36b47;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;9f47c1e9-5e05-4c66-adbe-6df653d046e1;愛的冒險旅程;第五節讓我心跳加速！;發現神的信實貫穿整個故事;;;;;;2026-01-27 15:28:14.379399+00;2026-01-27 15:28:37.419001+00
ded27505-451f-4ef3-8b98-f943f22bbcc3;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;33e682de-5d85-40df-8dcd-8ecc608cf7fb;恩典無限供應;這是我今年最需要的提醒;注意到人物的轉變過程很戲劇化;;;;;;2026-01-27 15:28:14.379399+00;2026-01-27 15:28:37.419001+00
5c3ec376-43fe-427e-9c57-a71a5223c48f;7bd622e6-4e61-4167-96e9-067c0559b19a;a68d106f-ab7c-471c-9de5-c08403f5f8ba;信心的飛躍;這是我今年最需要的提醒;看到了一個勇敢的人面對困難;COMMAND;Feeling the burn on this verse! 💪;根據 Google 搜尋，這段經文的歷史背景是...;;;2026-01-27 17:08:23.889105+00;2026-01-27 17:08:23.889105+00
7a46857c-859b-47ec-8f0f-448df2c82b77;53f0309e-7cf8-4cfe-99c2-2c958e4bdc80;2b60c26d-616b-4533-abb9-1001e7129cb8;耶穌順從上帝心意;豈不知我應當以我父的事為念嗎;凡聽見都稀奇他的聰明和他的應對;GOD_ATTRIBUTE;耶穌以上帝為念，也順從地上父母;無;以上帝的話為優先;順服;2026-01-28 09:07:32.914222+00;2026-01-28 09:11:06.424709+00
13f6c9b4-8a3e-4e7c-8a90-9d69afc0c162;7bd622e6-4e61-4167-96e9-067c0559b19a;c660c2ac-dbaf-4a1a-a981-43d10ec9d517;逆轉勝的故事;這句話深深觸動我的心;看到群眾的反應和耶穌形成對比;COMMAND;Feeling the burn on this verse! 💪;ChatGPT 說這段經文有三個重點...;實踐一次服務他人的行動;下週想繼續深入研究這個主題;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:32.191049+00
4054a36d-02e6-4c70-b00a-a7d19955795a;53f0309e-7cf8-4cfe-99c2-2c958e4bdc80;f8408069-2ca2-4698-99c3-74e1414594ce;耶穌12歲的事;52節 耶穌的智慧與身量，並神和人喜愛他的心，都ㄧ齊增長;耶穌爸媽找不著，直回到耶路撒冷殿中;GOD_ATTRIBUTE;以我父的事為念，撇下擔憂;無;更多默想神的話語，好更明白聖經;;2026-01-28 09:07:12.477549+00;2026-01-28 09:11:51.357961+00
a0837cd4-8906-4ea3-9b88-a64568883173;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;5115413b-56f8-4f05-8fd3-8ee6b78187d9;信心的飛躍;這是我今年最需要的提醒;發現神的信實貫穿整個故事;;;;;;2026-01-27 15:28:27.530229+00;2026-01-27 15:29:03.363308+00
292d25ce-c7b6-4e5d-afc8-8e7a892c747f;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;b1d60794-aea7-49c6-9a3d-c056154ee7ce;勇氣的代價;感覺神在直接對我說話;注意到人物的轉變過程很戲劇化;PROMISE;跟我以前理解的完全不同;ChatGPT 說這段經文有三個重點...;;;2026-01-27 15:28:37.419001+00;2026-01-27 15:29:03.363308+00
2c2abacb-cd6a-44f8-a3ef-869bf4a77358;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;1b5fb9b1-eb02-4c2b-9376-3643fc62bf74;逆轉勝的故事;第五節讓我心跳加速！;看到了一個勇敢的人面對困難;;;;;;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
b3eeb9ab-a1c4-42ec-8b65-9d1ab51a1f2d;7bd622e6-4e61-4167-96e9-067c0559b19a;f1110292-7b8d-428c-9c3a-5c57df9b6552;從灰燼中重生;感覺神在直接對我說話;看到了一個勇敢的人面對困難;;;;;;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:32.191049+00
0ca3ded6-91a3-4a7f-be03-5d139b62a474;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;7dc4bcfa-cae7-4e80-9378-fb1f39c88792;恩典無限供應;這句話深深觸動我的心;發現神的信實貫穿整個故事;GOD_ATTRIBUTE;跟我以前理解的完全不同;注釋書提到當時的文化背景...;寫一封感謝信給神;發現自己需要更多安靜的時間;2026-01-27 15:28:27.530229+00;2026-01-27 15:28:53.703465+00
ce3e4a10-5911-4bf5-8bcc-d4f43abae7d1;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;b9b2c1c0-f4b1-4b65-b080-12140c715ac4;逆轉勝的故事;第五節讓我心跳加速！;看到群眾的反應和耶穌形成對比;GOD_ATTRIBUTE;Feeling the burn on this verse! 💪;注釋書提到當時的文化背景...;實踐一次服務他人的行動;今天的查經讓我很感動，想為家人禱告;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
e6c7db8a-3f39-481f-ab1c-c68262e7a2ca;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;eda8e126-409a-40fd-838f-93c0c53146bc;逆轉勝的故事;第五節讓我心跳加速！;注意到人物的轉變過程很戲劇化;PROMISE;這個發現讓我重新思考信仰;注釋書提到當時的文化背景...;找一個朋友分享這段經文;感謝小組成員的分享！;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
bfcb7843-f8f1-44c4-88ac-cff157767cb5;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;5b8db46e-54e5-4d40-82c9-96ac94d31968;逆轉勝的故事;這句話深深觸動我的心;發現神的信實貫穿整個故事;WARNING;Feeling the burn on this verse! 💪;注釋書提到當時的文化背景...;;;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
8dc3fd7b-7df0-4aad-9ad1-d13cc29f6a0d;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;b89a4cde-ed15-4016-ae6c-1915dbf9ef85;勇氣的代價;感覺神在直接對我說話;看到了一個勇敢的人面對困難;PROMISE;原來神的心意是這樣的;注釋書提到當時的文化背景...;找一個朋友分享這段經文;感謝小組成員的分享！;2026-01-27 15:28:27.530229+00;2026-01-27 15:29:03.363308+00
accfc3fa-f3ea-4f27-8d62-79d5fd321e10;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;7ae96234-0150-46ce-aacc-b9700d45de22;愛的冒險旅程;這句話深深觸動我的心;發現神的信實貫穿整個故事;GOD_ATTRIBUTE;跟我以前理解的完全不同;學者們對這段經文有不同的解讀...;找一個朋友分享這段經文;發現自己需要更多安靜的時間;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
2d88f562-e6d3-4f07-9891-c891e108ad33;7bd622e6-4e61-4167-96e9-067c0559b19a;56370c50-2944-4e21-8a15-dac7b368228e;逆轉勝的故事;感覺神在直接對我說話;看到了一個勇敢的人面對困難;WARNING;這個發現讓我重新思考信仰;注釋書提到當時的文化背景...;;;2026-01-27 17:08:23.889105+00;2026-01-27 17:08:32.191049+00
c385b098-fb0e-4be4-98e6-59933ef34edb;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;f4b50836-0132-47a2-a294-0fa59f0ee60b;愛的冒險旅程;這是我今年最需要的提醒;注意到人物的轉變過程很戲劇化;;;;;;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:27.869061+00
6b1fa6c1-6d2f-499b-82f8-99ae327641ee;7bd622e6-4e61-4167-96e9-067c0559b19a;761b9db8-262d-4f7b-8100-2f41a7bf4013;愛的冒險旅程;這是我今年最需要的提醒;看到群眾的反應和耶穌形成對比;GOD_ATTRIBUTE;這個發現讓我重新思考信仰;學者們對這段經文有不同的解讀...;實踐一次服務他人的行動;下週想繼續深入研究這個主題;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:30.693829+00
e15ac4cd-320f-425f-bdfc-612bb2059f65;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;fe24ef3a-4051-42e7-a023-776ee1eeb6fd;勇氣的代價;感覺神在直接對我說話;注意到人物的轉變過程很戲劇化;GOD_ATTRIBUTE;跟我以前理解的完全不同;注釋書提到當時的文化背景...;;;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
8a7c7c67-df00-43b9-93c1-3efcddf1de61;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;8a403375-cd1e-4408-83e9-d7406cb8f6a1;勇氣的代價;感覺神在直接對我說話;發現神的信實貫穿整個故事;PROMISE;Feeling the burn on this verse! 💪;根據 Google 搜尋，這段經文的歷史背景是...;;;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
97536d9d-796e-481e-948b-537cd55e9865;7bd622e6-4e61-4167-96e9-067c0559b19a;2625ee97-285e-483c-8e3b-9d2732332b68;恩典無限供應;感覺神在直接對我說話;發現神的信實貫穿整個故事;WARNING;原來神的心意是這樣的;學者們對這段經文有不同的解讀...;這週每天早起10分鐘禱告;下週想繼續深入研究這個主題;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:30.693829+00
b4bb9bad-c293-4af6-976c-b78f3599d48c;7bd622e6-4e61-4167-96e9-067c0559b19a;2f3515b3-5fd1-49c0-85ec-f7987d29ae16;從灰燼中重生;這句話深深觸動我的心;發現神的信實貫穿整個故事;;;;;;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:30.693829+00
95d6b720-18fa-4233-b57d-a8a7bc0d07c9;7bd622e6-4e61-4167-96e9-067c0559b19a;9e0f1b71-9ebb-4829-9f4e-be6f2df8a3ef;愛的冒險旅程;感覺神在直接對我說話;看到了一個勇敢的人面對困難;COMMAND;Feeling the burn on this verse! 💪;根據 Google 搜尋，這段經文的歷史背景是...;找一個朋友分享這段經文;發現自己需要更多安靜的時間;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:32.191049+00
58cd0f73-ccd5-49b5-ac41-72977b6bf446;7bd622e6-4e61-4167-96e9-067c0559b19a;ec266f81-300f-40be-9fe6-849f9c4d9945;從灰燼中重生;第五節讓我心跳加速！;發現神的信實貫穿整個故事;COMMAND;跟我以前理解的完全不同;學者們對這段經文有不同的解讀...;;;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:32.191049+00
d98318cb-f4b1-4fc9-a1f3-4a5d506fbf01;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;ff94df46-a68c-4537-b6a8-6b3b849fb169;從灰燼中重生;感覺神在直接對我說話;發現神的信實貫穿整個故事;WARNING;跟我以前理解的完全不同;注釋書提到當時的文化背景...;;;2026-01-27 15:28:37.419001+00;2026-01-27 15:28:53.703465+00
0cc1d38e-c75b-42a2-bb75-a14642806aa2;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;a379c109-4029-47b8-9b2f-f52515b8d4d1;信心的飛躍;這是我今年最需要的提醒;注意到人物的轉變過程很戲劇化;WARNING;這個發現讓我重新思考信仰;學者們對這段經文有不同的解讀...;;;2026-01-27 15:28:37.419001+00;2026-01-27 15:28:53.703465+00
0d405d3e-e571-43a4-9619-1fb2bea578aa;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;e1f10779-6474-4cd6-91d8-d4abe518d2e9;勇氣的代價;第五節讓我心跳加速！;注意到人物的轉變過程很戲劇化;GOD_ATTRIBUTE;Feeling the burn on this verse! 💪;ChatGPT 說這段經文有三個重點...;;;2026-01-27 15:28:27.530229+00;2026-01-27 15:28:53.703465+00
45269ec5-92b4-4f4a-a70e-2508c6aed8ce;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;384f54c7-6c02-4fd8-9980-91ecc7f2edb7;勇氣的代價;這是我今年最需要的提醒;看到了一個勇敢的人面對困難;PROMISE;跟我以前理解的完全不同;ChatGPT 說這段經文有三個重點...;找一個朋友分享這段經文;下週想繼續深入研究這個主題;2026-01-27 15:28:14.379399+00;2026-01-27 15:28:53.703465+00
78f4edf5-ff30-4ec0-be4a-573f1bda8c7a;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;b8c8a45f-15aa-4ca8-aa9d-c6c7e3eeacbf;勇氣的代價;第五節讓我心跳加速！;注意到人物的轉變過程很戲劇化;GOD_ATTRIBUTE;Feeling the burn on this verse! 💪;注釋書提到當時的文化背景...;寫一封感謝信給神;發現自己需要更多安靜的時間;2026-01-27 15:29:03.363308+00;2026-01-27 15:29:03.363308+00
3753a7fd-a7c9-4a0b-a75d-a31f6fab5e17;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;ea11863e-7cf0-44eb-8fa4-799d0e5bc9f1;逆轉勝的故事;第五節讓我心跳加速！;注意到人物的轉變過程很戲劇化;PROMISE;跟我以前理解的完全不同;注釋書提到當時的文化背景...;這週每天早起10分鐘禱告;下週想繼續深入研究這個主題;2026-01-27 15:28:27.530229+00;2026-01-27 15:29:03.363308+00
5a1796d5-1365-475f-bebf-ce371f7484a5;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;ebc1ae0b-1749-4df4-a7c2-c6b99aa712b0;逆轉勝的故事;第五節讓我心跳加速！;注意到人物的轉變過程很戲劇化;GOD_ATTRIBUTE;跟我以前理解的完全不同;注釋書提到當時的文化背景...;寫一封感謝信給神;發現自己需要更多安靜的時間;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
27427076-bb3f-43f9-9bf3-1913b064e8f5;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;6c22fbec-aeb0-44f2-896e-8e0c3ed84511;逆轉勝的故事;這是我今年最需要的提醒;看到群眾的反應和耶穌形成對比;GOD_ATTRIBUTE;跟我以前理解的完全不同;根據 Google 搜尋，這段經文的歷史背景是...;;;2026-01-27 15:28:27.530229+00;2026-01-27 15:29:03.363308+00
970eb97a-afb9-40cc-ac8e-366b543a2957;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;c77d242e-1d5c-4fc4-a03e-4cb44167e899;恩典無限供應;這是我今年最需要的提醒;注意到人物的轉變過程很戲劇化;WARNING;原來神的心意是這樣的;ChatGPT 說這段經文有三個重點...;找一個朋友分享這段經文;發現自己需要更多安靜的時間;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
03316560-5af9-43d8-9225-b3ea1baaeb02;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;924b71e2-7a25-4917-ba65-25254d51e6d5;逆轉勝的故事;這是我今年最需要的提醒;看到群眾的反應和耶穌形成對比;PROMISE;這個發現讓我重新思考信仰;學者們對這段經文有不同的解讀...;找一個朋友分享這段經文;今天的查經讓我很感動，想為家人禱告;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
d493905b-5bbc-433e-ad6f-e57446f08ee8;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;389e3bdf-b883-4333-84d2-ef2382d4fb0e;從灰燼中重生;第五節讓我心跳加速！;發現神的信實貫穿整個故事;COMMAND;這個發現讓我重新思考信仰;根據 Google 搜尋，這段經文的歷史背景是...;;;2026-01-27 15:28:27.530229+00;2026-01-27 15:29:03.363308+00
28e1f6a7-0a5d-40d6-86f8-bac19d0652f6;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;9a18ea47-2787-49b9-b029-53872d96a070;逆轉勝的故事;這是我今年最需要的提醒;看到群眾的反應和耶穌形成對比;COMMAND;這個發現讓我重新思考信仰;注釋書提到當時的文化背景...;寫一封感謝信給神;今天的查經讓我很感動，想為家人禱告;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
18d1e952-cfb9-491e-ab07-aa7b6c8b63fa;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;06f74b1c-7c81-4c44-88f6-4dd186717bf5;恩典無限供應;第五節讓我心跳加速！;看到群眾的反應和耶穌形成對比;COMMAND;跟我以前理解的完全不同;注釋書提到當時的文化背景...;找一個朋友分享這段經文;下週想繼續深入研究這個主題;2026-01-27 15:28:27.530229+00;2026-01-27 15:29:03.363308+00
b2679ad7-d50e-49bd-ae1a-0e865a8d71dc;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;29a28390-97df-4e6c-a3c5-501d4b396742;勇氣的代價;這句話深深觸動我的心;注意到人物的轉變過程很戲劇化;GOD_ATTRIBUTE;跟我以前理解的完全不同;學者們對這段經文有不同的解讀...;找一個朋友分享這段經文;發現自己需要更多安靜的時間;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
1a41ae98-e886-4e7a-848c-4db139f9cb55;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;363a600e-0283-45c5-b594-ac03d0bc3029;愛的冒險旅程;感覺神在直接對我說話;發現神的信實貫穿整個故事;PROMISE;跟我以前理解的完全不同;ChatGPT 說這段經文有三個重點...;實踐一次服務他人的行動;感謝小組成員的分享！;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
28f30a1f-0c9c-4416-a3d2-4c5c2d8ae33f;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;2024c00f-686c-42dc-b863-33b1fd8507db;信心的飛躍;第五節讓我心跳加速！;發現神的信實貫穿整個故事;PROMISE;Feeling the burn on this verse! 💪;ChatGPT 說這段經文有三個重點...;每天都早點睡覺;;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:32.047204+00
3daee6f7-4b9c-4eb7-bafe-c99596b5e7f6;03ad48a2-45a5-4f90-8e21-b263afc52cf1;3fd0b1ab-9132-49d2-8402-dd2bfa696aff;愛的冒險旅程;這是我今年最需要的提醒;注意到人物的轉變過程很戲劇化;COMMAND;跟我以前理解的完全不同;根據 Google 搜尋，這段經文的歷史背景是...;找一個朋友分享這段經文;今天的查經讓我很感動，想為家人禱告;2026-01-27 17:37:09.699121+00;2026-01-27 17:37:12.888571+00
a0822bbf-ea8a-455d-8872-a52f3ebaf380;7bd622e6-4e61-4167-96e9-067c0559b19a;4a391db8-3f7f-42a2-9654-48b70ef2c02f;愛的冒險旅程;第五節讓我心跳加速！;注意到人物的轉變過程很戲劇化;;;;;;2026-01-27 17:08:23.889105+00;2026-01-27 17:08:30.693829+00
939af686-e455-48b0-a7c0-a46cbc6242a4;7bd622e6-4e61-4167-96e9-067c0559b19a;1de60571-6dc6-42ce-97bb-47034d3dace8;逆轉勝的故事;這句話深深觸動我的心;看到了一個勇敢的人面對困難;GOD_ATTRIBUTE;原來神的心意是這樣的;ChatGPT 說這段經文有三個重點...;找一個朋友分享這段經文;今天的查經讓我很感動，想為家人禱告;2026-01-27 17:08:27.388907+00;2026-01-27 17:08:32.191049+00
374239bf-6c36-45b8-8892-6c77f259cc1f;7bd622e6-4e61-4167-96e9-067c0559b19a;5b518419-aceb-4207-82cc-af21fd675fd4;勇氣的代價;感覺神在直接對我說話;看到了一個勇敢的人面對困難;;;;;;2026-01-27 17:08:23.889105+00;2026-01-27 17:08:32.191049+00
0162af5f-6ee9-4bd1-ba58-8e7c9751d39e;7bd622e6-4e61-4167-96e9-067c0559b19a;3c4f9909-ade7-4666-98ed-070fb006eda9;勇氣的代價;這是我今年最需要的提醒;看到群眾的反應和耶穌形成對比;PROMISE;Feeling the burn on this verse! 💪;根據 Google 搜尋，這段經文的歷史背景是...;;;2026-01-27 17:08:27.388907+00;2026-01-27 17:08:32.191049+00
359e15e6-9250-4529-b164-18609a0b9780;03ad48a2-45a5-4f90-8e21-b263afc52cf1;6c39728c-e24e-4329-a4a9-3f927d1bb3d0;從灰燼中重生;第五節讓我心跳加速！;看到了一個勇敢的人面對困難;COMMAND;Feeling the burn on this verse! 💪;ChatGPT 說這段經文有三個重點...;;;2026-01-27 17:37:09.699121+00;2026-01-27 17:37:12.888571+00
612f766a-0f15-45ad-bac6-8b10b47ff827;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;6e535fd4-d246-461e-b30e-6bc01822a57f;恩典無限供應;這句話深深觸動我的心;看到群眾的反應和耶穌形成對比;GOD_ATTRIBUTE;Feeling the burn on this verse! 💪;ChatGPT 說這段經文有三個重點...;找一個朋友分享這段經文;今天的查經讓我很感動，想為家人禱告;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
ca1b2def-cbcd-40fd-a916-b2bd9f3eaed2;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;b09bd3da-5554-4885-81d3-c040d9e70448;從灰燼中重生;這是我今年最需要的提醒;看到了一個勇敢的人面對困難;;;;;;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
36df1947-4738-4b9e-8828-81523703ec6a;03ad48a2-45a5-4f90-8e21-b263afc52cf1;5f3b4db9-4ecf-48ef-a9b7-09a6e32371eb;信心的飛躍;這是我今年最需要的提醒;注意到人物的轉變過程很戲劇化;;;;;;2026-01-27 17:37:09.699121+00;2026-01-27 17:37:13.830609+00
ebb37f7d-15b2-480d-ac5a-40a36f4203bb;7bd622e6-4e61-4167-96e9-067c0559b19a;bf262af3-ad1a-41e7-82e9-473e14e98e72;恩典無限供應;這句話深深觸動我的心;發現神的信實貫穿整個故事;COMMAND;跟我以前理解的完全不同;ChatGPT 說這段經文有三個重點...;找一個朋友分享這段經文;感謝小組成員的分享！;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:30.693829+00
6c0784c1-0758-4ed3-86ad-4d03dc85e791;7bd622e6-4e61-4167-96e9-067c0559b19a;c8a965ee-3cf6-4b69-88aa-4267cd3a601e;愛的冒險旅程;感覺神在直接對我說話;注意到人物的轉變過程很戲劇化;GOD_ATTRIBUTE;這個發現讓我重新思考信仰;根據 Google 搜尋，這段經文的歷史背景是...;找一個朋友分享這段經文;發現自己需要更多安靜的時間;2026-01-27 17:08:30.693829+00;2026-01-27 17:08:32.191049+00
bc0ca7c8-83de-4bf3-ba1d-772ae3d95837;03ad48a2-45a5-4f90-8e21-b263afc52cf1;2f81b30d-6979-413c-b0a4-ce5e198f218b;從灰燼中重生;這句話深深觸動我的心;發現神的信實貫穿整個故事;GOD_ATTRIBUTE;這個發現讓我重新思考信仰;學者們對這段經文有不同的解讀...;這週每天早起10分鐘禱告;感謝小組成員的分享！;2026-01-27 17:37:09.699121+00;2026-01-27 17:37:12.888571+00
0065a62b-5fa1-4873-a583-3e8f670f2f91;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;965c4dc5-665e-4eec-b278-0d4cf761ac1a;信心的飛躍;這是我今年最需要的提醒;發現神的信實貫穿整個故事;;;;;;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:18.663561+00
b4071b9a-e13f-4754-b23d-c764fb2fafcf;53f0309e-7cf8-4cfe-99c2-2c958e4bdc80;9b8b1604-69d0-4c5d-924c-0487280d9d21;不是叛逆 是權柄的對焦;豈不知我應當以我父的事為念嗎？;"耶穌 約瑟 馬利亞 
耶路撒冷的聖殿";;向神對齊 智慧就會成長;無;檢視我的生命有沒有要向神對齊的地方;;2026-01-28 09:07:37.517812+00;2026-01-28 09:10:46.407912+00
